caseId,activity,lifecycle,activity_id
173688,A_SUBMITTED,COMPLETE,10
173688,A_PARTLYSUBMITTED,COMPLETE,7
173688,A_PREACCEPTED,COMPLETE,8
173688,W_Completeren aanvraag,SCHEDULE,20
173688,W_Completeren aanvraag,START,20
173688,A_ACCEPTED,COMPLETE,1
173688,O_SELECTED,COMPLETE,15
173688,A_FINALIZED,COMPLETE,6
173688,O_CREATED,COMPLETE,13
173688,O_SENT,COMPLETE,16
173688,W_Nabellen offertes,SCHEDULE,22
173688,W_Completeren aanvraag,COMPLETE,20
173688,W_Nabellen offertes,START,22
173688,W_Nabellen offertes,COMPLETE,22
173688,W_Nabellen offertes,START,22
173688,W_Nabellen offertes,COMPLETE,22
173688,W_Nabellen offertes,START,22
173688,O_SENT_BACK,COMPLETE,17
173688,W_Valideren aanvraag,SCHEDULE,23
173688,W_Nabellen offertes,COMPLETE,22
173688,W_Valideren aanvraag,START,23
173688,A_REGISTERED,COMPLETE,9
173688,A_APPROVED,COMPLETE,3
173688,O_ACCEPTED,COMPLETE,11
173688,A_ACTIVATED,COMPLETE,2
173688,W_Valideren aanvraag,COMPLETE,23
173691,A_SUBMITTED,COMPLETE,10
173691,A_PARTLYSUBMITTED,COMPLETE,7
173691,A_PREACCEPTED,COMPLETE,8
173691,W_Completeren aanvraag,SCHEDULE,20
173691,W_Completeren aanvraag,START,20
173691,W_Completeren aanvraag,COMPLETE,20
173691,W_Completeren aanvraag,START,20
173691,A_ACCEPTED,COMPLETE,1
173691,A_FINALIZED,COMPLETE,6
173691,O_SELECTED,COMPLETE,15
173691,O_CREATED,COMPLETE,13
173691,O_SENT,COMPLETE,16
173691,W_Nabellen offertes,SCHEDULE,22
173691,W_Completeren aanvraag,COMPLETE,20
173691,W_Nabellen offertes,START,22
173691,W_Nabellen offertes,COMPLETE,22
173691,W_Nabellen offertes,START,22
173691,O_SELECTED,COMPLETE,15
173691,O_CANCELLED,COMPLETE,12
173691,O_CREATED,COMPLETE,13
173691,O_SENT,COMPLETE,16
173691,W_Nabellen offertes,SCHEDULE,22
173691,W_Nabellen offertes,COMPLETE,22
173691,W_Nabellen offertes,START,22
173691,W_Nabellen offertes,COMPLETE,22
173691,W_Nabellen offertes,START,22
173691,O_SENT_BACK,COMPLETE,17
173691,W_Valideren aanvraag,SCHEDULE,23
173691,W_Nabellen offertes,COMPLETE,22
173691,W_Valideren aanvraag,START,23
173691,W_Valideren aanvraag,COMPLETE,23
173691,W_Valideren aanvraag,START,23
173691,W_Valideren aanvraag,COMPLETE,23
173691,W_Valideren aanvraag,START,23
173691,O_ACCEPTED,COMPLETE,11
173691,A_APPROVED,COMPLETE,3
173691,A_REGISTERED,COMPLETE,9
173691,A_ACTIVATED,COMPLETE,2
173691,W_Valideren aanvraag,COMPLETE,23
173694,A_SUBMITTED,COMPLETE,10
173694,A_PARTLYSUBMITTED,COMPLETE,7
173694,A_PREACCEPTED,COMPLETE,8
173694,W_Completeren aanvraag,SCHEDULE,20
173694,W_Completeren aanvraag,START,20
173694,W_Completeren aanvraag,COMPLETE,20
173694,W_Completeren aanvraag,START,20
173694,W_Completeren aanvraag,COMPLETE,20
173694,W_Completeren aanvraag,START,20
173694,W_Completeren aanvraag,COMPLETE,20
173694,W_Completeren aanvraag,START,20
173694,A_ACCEPTED,COMPLETE,1
173694,A_FINALIZED,COMPLETE,6
173694,O_SELECTED,COMPLETE,15
173694,O_CREATED,COMPLETE,13
173694,O_SENT,COMPLETE,16
173694,W_Nabellen offertes,SCHEDULE,22
173694,W_Completeren aanvraag,COMPLETE,20
173694,W_Nabellen offertes,START,22
173694,O_SELECTED,COMPLETE,15
173694,O_CANCELLED,COMPLETE,12
173694,O_CREATED,COMPLETE,13
173694,O_SENT,COMPLETE,16
173694,W_Nabellen offertes,SCHEDULE,22
173694,W_Nabellen offertes,COMPLETE,22
173694,W_Nabellen offertes,START,22
173694,W_Nabellen offertes,COMPLETE,22
173694,W_Nabellen offertes,START,22
173694,W_Nabellen offertes,COMPLETE,22
173694,W_Nabellen offertes,START,22
173694,W_Nabellen offertes,COMPLETE,22
173694,W_Nabellen offertes,START,22
173694,O_SELECTED,COMPLETE,15
173694,O_CANCELLED,COMPLETE,12
173694,O_CREATED,COMPLETE,13
173694,O_SENT,COMPLETE,16
173694,W_Nabellen offertes,SCHEDULE,22
173694,W_Nabellen offertes,COMPLETE,22
173694,W_Nabellen offertes,START,22
173694,W_Nabellen offertes,COMPLETE,22
173694,W_Nabellen offertes,START,22
173694,W_Nabellen offertes,COMPLETE,22
173694,W_Nabellen offertes,START,22
173694,W_Nabellen offertes,COMPLETE,22
173694,W_Nabellen offertes,START,22
173694,W_Nabellen offertes,COMPLETE,22
173694,W_Nabellen offertes,START,22
173694,W_Nabellen offertes,COMPLETE,22
173694,W_Nabellen offertes,START,22
173694,O_SENT_BACK,COMPLETE,17
173694,W_Valideren aanvraag,SCHEDULE,23
173694,W_Nabellen offertes,COMPLETE,22
173694,W_Valideren aanvraag,START,23
173694,O_ACCEPTED,COMPLETE,11
173694,A_APPROVED,COMPLETE,3
173694,A_REGISTERED,COMPLETE,9
173694,A_ACTIVATED,COMPLETE,2
173694,W_Valideren aanvraag,COMPLETE,23
173694,W_Wijzigen contractgegevens,SCHEDULE,24
173697,A_SUBMITTED,COMPLETE,10
173697,A_PARTLYSUBMITTED,COMPLETE,7
173697,A_DECLINED,COMPLETE,5
173700,A_SUBMITTED,COMPLETE,10
173700,A_PARTLYSUBMITTED,COMPLETE,7
173700,A_DECLINED,COMPLETE,5
173703,A_SUBMITTED,COMPLETE,10
173703,A_PARTLYSUBMITTED,COMPLETE,7
173703,A_PREACCEPTED,COMPLETE,8
173703,W_Completeren aanvraag,SCHEDULE,20
173703,W_Completeren aanvraag,START,20
173703,W_Completeren aanvraag,COMPLETE,20
173703,W_Completeren aanvraag,START,20
173703,A_CANCELLED,COMPLETE,4
173703,W_Completeren aanvraag,COMPLETE,20
173706,A_SUBMITTED,COMPLETE,10
173706,A_PARTLYSUBMITTED,COMPLETE,7
173706,W_Afhandelen leads,SCHEDULE,18
173706,W_Afhandelen leads,START,18
173706,A_PREACCEPTED,COMPLETE,8
173706,W_Completeren aanvraag,SCHEDULE,20
173706,W_Afhandelen leads,COMPLETE,18
173706,W_Completeren aanvraag,START,20
173706,W_Completeren aanvraag,COMPLETE,20
173706,W_Completeren aanvraag,START,20
173706,W_Completeren aanvraag,COMPLETE,20
173706,W_Completeren aanvraag,START,20
173706,A_DECLINED,COMPLETE,5
173706,W_Completeren aanvraag,COMPLETE,20
173709,A_SUBMITTED,COMPLETE,10
173709,A_PARTLYSUBMITTED,COMPLETE,7
173709,A_PREACCEPTED,COMPLETE,8
173709,W_Completeren aanvraag,SCHEDULE,20
173709,W_Completeren aanvraag,START,20
173709,W_Completeren aanvraag,COMPLETE,20
173709,W_Completeren aanvraag,START,20
173709,W_Completeren aanvraag,COMPLETE,20
173709,W_Completeren aanvraag,START,20
173709,W_Completeren aanvraag,COMPLETE,20
173709,W_Completeren aanvraag,COMPLETE,20
173709,A_CANCELLED,COMPLETE,4
173712,A_SUBMITTED,COMPLETE,10
173712,A_PARTLYSUBMITTED,COMPLETE,7
173712,W_Afhandelen leads,SCHEDULE,18
173712,W_Afhandelen leads,START,18
173712,A_PREACCEPTED,COMPLETE,8
173712,W_Completeren aanvraag,SCHEDULE,20
173712,W_Afhandelen leads,COMPLETE,18
173712,W_Completeren aanvraag,START,20
173712,W_Completeren aanvraag,COMPLETE,20
173712,W_Completeren aanvraag,START,20
173712,W_Completeren aanvraag,COMPLETE,20
173712,W_Completeren aanvraag,START,20
173712,A_CANCELLED,COMPLETE,4
173712,W_Completeren aanvraag,COMPLETE,20
173715,A_SUBMITTED,COMPLETE,10
173715,A_PARTLYSUBMITTED,COMPLETE,7
173715,A_PREACCEPTED,COMPLETE,8
173715,W_Completeren aanvraag,SCHEDULE,20
173715,W_Completeren aanvraag,START,20
173715,W_Completeren aanvraag,COMPLETE,20
173715,W_Completeren aanvraag,START,20
173715,A_ACCEPTED,COMPLETE,1
173715,O_SELECTED,COMPLETE,15
173715,A_FINALIZED,COMPLETE,6
173715,O_CREATED,COMPLETE,13
173715,O_SENT,COMPLETE,16
173715,W_Nabellen offertes,SCHEDULE,22
173715,W_Completeren aanvraag,COMPLETE,20
173715,W_Nabellen offertes,START,22
173715,W_Nabellen offertes,COMPLETE,22
173715,W_Nabellen offertes,START,22
173715,O_SENT_BACK,COMPLETE,17
173715,W_Valideren aanvraag,SCHEDULE,23
173715,W_Nabellen offertes,COMPLETE,22
173715,W_Valideren aanvraag,START,23
173715,A_DECLINED,COMPLETE,5
173715,O_DECLINED,COMPLETE,14
173715,W_Valideren aanvraag,COMPLETE,23
173718,A_SUBMITTED,COMPLETE,10
173718,A_PARTLYSUBMITTED,COMPLETE,7
173718,A_PREACCEPTED,COMPLETE,8
173718,W_Completeren aanvraag,SCHEDULE,20
173718,W_Completeren aanvraag,START,20
173718,A_ACCEPTED,COMPLETE,1
173718,A_FINALIZED,COMPLETE,6
173718,O_SELECTED,COMPLETE,15
173718,O_CREATED,COMPLETE,13
173718,O_SENT,COMPLETE,16
173718,W_Nabellen offertes,SCHEDULE,22
173718,W_Completeren aanvraag,COMPLETE,20
173718,W_Nabellen offertes,START,22
173718,W_Nabellen offertes,COMPLETE,22
173718,W_Nabellen offertes,START,22
173718,O_SELECTED,COMPLETE,15
173718,O_CANCELLED,COMPLETE,12
173718,O_CREATED,COMPLETE,13
173718,O_SENT,COMPLETE,16
173718,W_Nabellen offertes,SCHEDULE,22
173718,W_Nabellen offertes,COMPLETE,22
173718,W_Nabellen offertes,START,22
173718,W_Nabellen offertes,COMPLETE,22
173718,W_Nabellen offertes,START,22
173718,W_Nabellen offertes,COMPLETE,22
173718,W_Nabellen offertes,START,22
173718,W_Nabellen offertes,COMPLETE,22
173718,W_Nabellen offertes,START,22
173718,O_SENT_BACK,COMPLETE,17
173718,W_Valideren aanvraag,SCHEDULE,23
173718,W_Nabellen offertes,COMPLETE,22
173718,W_Valideren aanvraag,START,23
173718,W_Nabellen incomplete dossiers,SCHEDULE,21
173718,W_Valideren aanvraag,COMPLETE,23
173718,W_Nabellen incomplete dossiers,START,21
173718,W_Nabellen incomplete dossiers,COMPLETE,21
173718,W_Nabellen incomplete dossiers,START,21
173718,W_Nabellen incomplete dossiers,COMPLETE,21
173718,W_Nabellen incomplete dossiers,START,21
173718,W_Nabellen incomplete dossiers,COMPLETE,21
173718,W_Nabellen incomplete dossiers,START,21
173718,W_Nabellen incomplete dossiers,COMPLETE,21
173718,W_Nabellen incomplete dossiers,START,21
173718,W_Nabellen incomplete dossiers,COMPLETE,21
173718,W_Nabellen incomplete dossiers,START,21
173718,W_Nabellen incomplete dossiers,COMPLETE,21
173718,W_Nabellen incomplete dossiers,START,21
173718,W_Nabellen incomplete dossiers,COMPLETE,21
173718,W_Nabellen incomplete dossiers,START,21
173718,W_Nabellen incomplete dossiers,COMPLETE,21
173718,W_Nabellen incomplete dossiers,START,21
173718,W_Nabellen incomplete dossiers,COMPLETE,21
173718,W_Nabellen incomplete dossiers,START,21
173718,W_Nabellen incomplete dossiers,COMPLETE,21
173718,W_Nabellen incomplete dossiers,START,21
173718,W_Valideren aanvraag,SCHEDULE,23
173718,W_Nabellen incomplete dossiers,COMPLETE,21
173718,W_Valideren aanvraag,START,23
173718,W_Nabellen incomplete dossiers,SCHEDULE,21
173718,W_Valideren aanvraag,COMPLETE,23
173718,W_Nabellen incomplete dossiers,START,21
173718,W_Nabellen incomplete dossiers,COMPLETE,21
173718,W_Nabellen incomplete dossiers,START,21
173718,W_Nabellen incomplete dossiers,COMPLETE,21
173718,W_Nabellen incomplete dossiers,START,21
173718,W_Nabellen incomplete dossiers,COMPLETE,21
173718,W_Nabellen incomplete dossiers,START,21
173718,W_Nabellen incomplete dossiers,COMPLETE,21
173718,W_Nabellen incomplete dossiers,START,21
173718,W_Valideren aanvraag,SCHEDULE,23
173718,W_Nabellen incomplete dossiers,COMPLETE,21
173718,W_Valideren aanvraag,START,23
173718,O_ACCEPTED,COMPLETE,11
173718,A_APPROVED,COMPLETE,3
173718,A_REGISTERED,COMPLETE,9
173718,A_ACTIVATED,COMPLETE,2
173718,W_Valideren aanvraag,COMPLETE,23
173721,A_SUBMITTED,COMPLETE,10
173721,A_PARTLYSUBMITTED,COMPLETE,7
173721,A_PREACCEPTED,COMPLETE,8
173721,W_Completeren aanvraag,SCHEDULE,20
173721,W_Completeren aanvraag,START,20
173721,A_ACCEPTED,COMPLETE,1
173721,O_SELECTED,COMPLETE,15
173721,A_FINALIZED,COMPLETE,6
173721,O_CREATED,COMPLETE,13
173721,O_SENT,COMPLETE,16
173721,W_Nabellen offertes,SCHEDULE,22
173721,W_Completeren aanvraag,COMPLETE,20
173721,W_Nabellen offertes,START,22
173721,W_Nabellen offertes,COMPLETE,22
173721,W_Nabellen offertes,START,22
173721,W_Nabellen offertes,COMPLETE,22
173721,W_Nabellen offertes,START,22
173721,W_Nabellen offertes,COMPLETE,22
173721,W_Nabellen offertes,START,22
173721,O_SENT_BACK,COMPLETE,17
173721,W_Valideren aanvraag,SCHEDULE,23
173721,W_Nabellen offertes,COMPLETE,22
173721,W_Valideren aanvraag,START,23
173721,W_Nabellen incomplete dossiers,SCHEDULE,21
173721,W_Valideren aanvraag,COMPLETE,23
173721,W_Nabellen incomplete dossiers,START,21
173721,W_Nabellen incomplete dossiers,COMPLETE,21
173721,W_Nabellen incomplete dossiers,START,21
173721,W_Nabellen incomplete dossiers,COMPLETE,21
173721,W_Nabellen incomplete dossiers,START,21
173721,W_Nabellen incomplete dossiers,COMPLETE,21
173721,W_Nabellen incomplete dossiers,START,21
173721,O_DECLINED,COMPLETE,14
173721,A_DECLINED,COMPLETE,5
173721,W_Nabellen incomplete dossiers,COMPLETE,21
173724,A_SUBMITTED,COMPLETE,10
173724,A_PARTLYSUBMITTED,COMPLETE,7
173724,W_Afhandelen leads,SCHEDULE,18
173724,W_Afhandelen leads,START,18
173724,W_Afhandelen leads,COMPLETE,18
173724,W_Afhandelen leads,START,18
173724,A_PREACCEPTED,COMPLETE,8
173724,W_Completeren aanvraag,SCHEDULE,20
173724,W_Afhandelen leads,COMPLETE,18
173724,W_Completeren aanvraag,START,20
173724,W_Completeren aanvraag,COMPLETE,20
173724,W_Completeren aanvraag,START,20
173724,W_Completeren aanvraag,COMPLETE,20
173724,W_Completeren aanvraag,START,20
173724,W_Completeren aanvraag,COMPLETE,20
173724,W_Completeren aanvraag,START,20
173724,W_Completeren aanvraag,COMPLETE,20
173724,W_Completeren aanvraag,START,20
173724,A_DECLINED,COMPLETE,5
173724,W_Completeren aanvraag,COMPLETE,20
173727,A_SUBMITTED,COMPLETE,10
173727,A_PARTLYSUBMITTED,COMPLETE,7
173727,A_DECLINED,COMPLETE,5
173730,A_SUBMITTED,COMPLETE,10
173730,A_PARTLYSUBMITTED,COMPLETE,7
173730,A_PREACCEPTED,COMPLETE,8
173730,W_Completeren aanvraag,SCHEDULE,20
173730,W_Completeren aanvraag,START,20
173730,W_Completeren aanvraag,COMPLETE,20
173730,W_Completeren aanvraag,START,20
173730,W_Completeren aanvraag,COMPLETE,20
173730,W_Completeren aanvraag,START,20
173730,W_Completeren aanvraag,COMPLETE,20
173730,W_Completeren aanvraag,START,20
173730,A_ACCEPTED,COMPLETE,1
173730,O_SELECTED,COMPLETE,15
173730,A_FINALIZED,COMPLETE,6
173730,O_CREATED,COMPLETE,13
173730,O_SENT,COMPLETE,16
173730,W_Nabellen offertes,SCHEDULE,22
173730,W_Completeren aanvraag,COMPLETE,20
173730,W_Nabellen offertes,START,22
173730,W_Nabellen offertes,COMPLETE,22
173730,W_Nabellen offertes,START,22
173730,W_Nabellen offertes,COMPLETE,22
173730,W_Nabellen offertes,START,22
173730,W_Nabellen offertes,COMPLETE,22
173730,W_Nabellen offertes,START,22
173730,W_Nabellen offertes,COMPLETE,22
173730,W_Nabellen offertes,START,22
173730,W_Nabellen offertes,COMPLETE,22
173730,W_Nabellen offertes,START,22
173730,W_Nabellen offertes,COMPLETE,22
173730,W_Nabellen offertes,START,22
173730,W_Nabellen offertes,COMPLETE,22
173730,W_Nabellen offertes,START,22
173730,O_SENT_BACK,COMPLETE,17
173730,W_Valideren aanvraag,SCHEDULE,23
173730,W_Nabellen offertes,COMPLETE,22
173730,W_Valideren aanvraag,START,23
173730,W_Nabellen incomplete dossiers,SCHEDULE,21
173730,W_Valideren aanvraag,COMPLETE,23
173730,W_Nabellen incomplete dossiers,START,21
173730,W_Nabellen incomplete dossiers,COMPLETE,21
173730,W_Nabellen incomplete dossiers,START,21
173730,W_Nabellen incomplete dossiers,COMPLETE,21
173730,W_Nabellen incomplete dossiers,START,21
173730,W_Nabellen incomplete dossiers,COMPLETE,21
173730,W_Nabellen incomplete dossiers,START,21
173730,W_Valideren aanvraag,SCHEDULE,23
173730,W_Nabellen incomplete dossiers,COMPLETE,21
173730,W_Valideren aanvraag,START,23
173730,W_Nabellen incomplete dossiers,SCHEDULE,21
173730,W_Valideren aanvraag,COMPLETE,23
173730,W_Nabellen incomplete dossiers,START,21
173730,W_Nabellen incomplete dossiers,COMPLETE,21
173730,W_Nabellen incomplete dossiers,START,21
173730,W_Valideren aanvraag,SCHEDULE,23
173730,W_Nabellen incomplete dossiers,COMPLETE,21
173730,W_Valideren aanvraag,START,23
173730,W_Nabellen incomplete dossiers,SCHEDULE,21
173730,W_Valideren aanvraag,COMPLETE,23
173730,W_Nabellen incomplete dossiers,START,21
173730,W_Nabellen incomplete dossiers,COMPLETE,21
173730,W_Nabellen incomplete dossiers,START,21
173730,W_Nabellen incomplete dossiers,COMPLETE,21
173730,W_Nabellen incomplete dossiers,START,21
173730,W_Valideren aanvraag,SCHEDULE,23
173730,W_Nabellen incomplete dossiers,COMPLETE,21
173730,W_Valideren aanvraag,START,23
173730,W_Valideren aanvraag,COMPLETE,23
173730,W_Valideren aanvraag,START,23
173730,W_Valideren aanvraag,COMPLETE,23
173730,W_Valideren aanvraag,START,23
173730,O_ACCEPTED,COMPLETE,11
173730,A_ACTIVATED,COMPLETE,2
173730,A_REGISTERED,COMPLETE,9
173730,A_APPROVED,COMPLETE,3
173730,W_Valideren aanvraag,COMPLETE,23
173733,A_SUBMITTED,COMPLETE,10
173733,A_PARTLYSUBMITTED,COMPLETE,7
173733,W_Afhandelen leads,SCHEDULE,18
173733,W_Afhandelen leads,START,18
173733,A_DECLINED,COMPLETE,5
173733,W_Afhandelen leads,COMPLETE,18
173736,A_SUBMITTED,COMPLETE,10
173736,A_PARTLYSUBMITTED,COMPLETE,7
173736,A_PREACCEPTED,COMPLETE,8
173736,W_Completeren aanvraag,SCHEDULE,20
173736,W_Completeren aanvraag,START,20
173736,W_Completeren aanvraag,COMPLETE,20
173736,W_Completeren aanvraag,START,20
173736,W_Completeren aanvraag,COMPLETE,20
173736,W_Completeren aanvraag,START,20
173736,A_ACCEPTED,COMPLETE,1
173736,A_FINALIZED,COMPLETE,6
173736,O_SELECTED,COMPLETE,15
173736,O_CREATED,COMPLETE,13
173736,O_SENT,COMPLETE,16
173736,W_Nabellen offertes,SCHEDULE,22
173736,W_Completeren aanvraag,COMPLETE,20
173736,W_Nabellen offertes,START,22
173736,O_SELECTED,COMPLETE,15
173736,O_CANCELLED,COMPLETE,12
173736,O_CREATED,COMPLETE,13
173736,O_SENT,COMPLETE,16
173736,W_Nabellen offertes,SCHEDULE,22
173736,W_Nabellen offertes,COMPLETE,22
173736,W_Nabellen offertes,START,22
173736,O_SENT_BACK,COMPLETE,17
173736,W_Valideren aanvraag,SCHEDULE,23
173736,W_Nabellen offertes,COMPLETE,22
173736,W_Valideren aanvraag,START,23
173736,W_Nabellen incomplete dossiers,SCHEDULE,21
173736,W_Valideren aanvraag,COMPLETE,23
173736,W_Nabellen incomplete dossiers,START,21
173736,W_Nabellen incomplete dossiers,COMPLETE,21
173736,W_Nabellen incomplete dossiers,START,21
173736,W_Nabellen incomplete dossiers,COMPLETE,21
173736,W_Nabellen incomplete dossiers,START,21
173736,W_Nabellen incomplete dossiers,COMPLETE,21
173736,W_Nabellen incomplete dossiers,START,21
173736,O_SELECTED,COMPLETE,15
173736,O_CANCELLED,COMPLETE,12
173736,O_CREATED,COMPLETE,13
173736,O_SENT,COMPLETE,16
173736,W_Nabellen incomplete dossiers,SCHEDULE,21
173736,W_Nabellen incomplete dossiers,COMPLETE,21
173736,W_Nabellen incomplete dossiers,START,21
173736,W_Nabellen incomplete dossiers,COMPLETE,21
173736,W_Nabellen incomplete dossiers,START,21
173736,O_SENT_BACK,COMPLETE,17
173736,W_Valideren aanvraag,SCHEDULE,23
173736,W_Nabellen incomplete dossiers,COMPLETE,21
173736,W_Valideren aanvraag,START,23
173736,O_ACCEPTED,COMPLETE,11
173736,A_APPROVED,COMPLETE,3
173736,A_REGISTERED,COMPLETE,9
173736,A_ACTIVATED,COMPLETE,2
173736,W_Valideren aanvraag,COMPLETE,23
173739,A_SUBMITTED,COMPLETE,10
173739,A_PARTLYSUBMITTED,COMPLETE,7
173739,A_PREACCEPTED,COMPLETE,8
173739,W_Completeren aanvraag,SCHEDULE,20
173739,W_Completeren aanvraag,START,20
173739,W_Completeren aanvraag,COMPLETE,20
173739,W_Completeren aanvraag,START,20
173739,W_Completeren aanvraag,COMPLETE,20
173739,W_Completeren aanvraag,START,20
173739,A_ACCEPTED,COMPLETE,1
173739,O_SELECTED,COMPLETE,15
173739,A_FINALIZED,COMPLETE,6
173739,O_CREATED,COMPLETE,13
173739,O_SENT,COMPLETE,16
173739,W_Nabellen offertes,SCHEDULE,22
173739,W_Completeren aanvraag,COMPLETE,20
173739,W_Nabellen offertes,START,22
173739,W_Nabellen offertes,COMPLETE,22
173739,W_Nabellen offertes,START,22
173739,W_Nabellen offertes,COMPLETE,22
173739,W_Nabellen offertes,START,22
173739,O_SENT_BACK,COMPLETE,17
173739,W_Valideren aanvraag,SCHEDULE,23
173739,W_Nabellen offertes,COMPLETE,22
173739,W_Valideren aanvraag,START,23
173739,W_Valideren aanvraag,COMPLETE,23
173739,W_Valideren aanvraag,START,23
173739,W_Nabellen incomplete dossiers,SCHEDULE,21
173739,W_Valideren aanvraag,COMPLETE,23
173739,W_Nabellen incomplete dossiers,START,21
173739,W_Nabellen incomplete dossiers,COMPLETE,21
173739,W_Nabellen incomplete dossiers,START,21
173739,W_Nabellen incomplete dossiers,COMPLETE,21
173739,W_Nabellen incomplete dossiers,START,21
173739,W_Nabellen incomplete dossiers,COMPLETE,21
173739,W_Nabellen incomplete dossiers,START,21
173739,W_Nabellen incomplete dossiers,COMPLETE,21
173739,W_Nabellen incomplete dossiers,START,21
173739,W_Nabellen incomplete dossiers,COMPLETE,21
173739,W_Nabellen incomplete dossiers,START,21
173739,W_Valideren aanvraag,SCHEDULE,23
173739,W_Nabellen incomplete dossiers,COMPLETE,21
173739,W_Valideren aanvraag,START,23
173739,O_ACCEPTED,COMPLETE,11
173739,A_REGISTERED,COMPLETE,9
173739,A_APPROVED,COMPLETE,3
173739,A_ACTIVATED,COMPLETE,2
173739,W_Valideren aanvraag,COMPLETE,23
173742,A_SUBMITTED,COMPLETE,10
173742,A_PARTLYSUBMITTED,COMPLETE,7
173742,W_Afhandelen leads,SCHEDULE,18
173742,W_Afhandelen leads,START,18
173742,A_PREACCEPTED,COMPLETE,8
173742,W_Completeren aanvraag,SCHEDULE,20
173742,W_Afhandelen leads,COMPLETE,18
173742,W_Completeren aanvraag,START,20
173742,W_Completeren aanvraag,COMPLETE,20
173742,W_Completeren aanvraag,START,20
173742,W_Completeren aanvraag,COMPLETE,20
173742,W_Completeren aanvraag,START,20
173742,W_Completeren aanvraag,COMPLETE,20
173742,W_Completeren aanvraag,START,20
173742,W_Completeren aanvraag,COMPLETE,20
173742,W_Completeren aanvraag,START,20
173742,W_Completeren aanvraag,COMPLETE,20
